,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds,matchMin
49,KR_6409796062,True,13286,3926,33,6.6,153,44,12046,0,5,3,2,12,2,0,0,,0,0,0,0,0,0,,0,0,False,11867,2727,31,6.2,132,16,10700,1,3,5,3,12,1,0,0,,0,0,0,0,0,0,,0,0,28
50,KR_6445221720,True,15169,4249,33,6.6,166,20,16871,0,10,4,10,14,2,0,0,,0,0,0,0,0,0,,0,0,False,12366,2571,30,6.0,142,32,10175,1,4,10,0,7,2,0,0,,0,0,0,0,0,0,,0,0,42
51,KR_6443301100,True,16624,3543,31,6.2,164,36,13946,0,10,5,11,22,4,0,0,,0,0,0,0,0,0,,0,0,False,13819,3094,29,5.8,143,44,12619,1,5,10,8,14,1,0,0,,0,0,0,0,0,0,,0,0,24
52,KR_6437708206,False,12579,2984,32,6.4,151,44,8844,0,2,4,1,12,1,0,0,,0,0,0,0,0,0,,0,0,True,13628,1983,32,6.4,194,38,12174,1,4,2,2,16,2,0,0,,0,0,0,0,0,0,,0,0,34
53,KR_6409817486,False,14335,3325,33,6.6,179,44,13162,0,5,8,1,14,1,0,0,,0,0,0,0,0,0,,0,0,True,15149,3248,32,6.4,137,52,13231,1,8,5,8,17,1,0,0,,0,0,0,0,0,0,,0,0,41
54,KR_6335589424,False,12229,3194,32,6.4,160,48,9424,1,1,5,1,15,0,0,0,,0,0,0,0,0,0,,0,0,True,13660,2780,32,6.4,159,40,10470,0,5,1,4,9,4,0,0,,0,0,0,0,0,0,,0,0,32
55,KR_6404100596,True,14400,4250,32,6.4,165,52,11066,0,6,6,5,15,0,0,0,,0,0,0,0,0,0,,0,0,False,14793,3033,32,6.4,157,36,11900,1,6,6,5,13,0,0,0,,0,0,0,0,0,0,,0,0,43
56,KR_6428204573,False,12231,1801,30,6.0,156,43,7879,0,2,9,2,10,13,0,0,,0,0,0,0,0,0,,0,0,True,17090,3665,33,6.6,184,42,13755,1,9,2,11,33,3,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,19
57,KR_6443390320,True,13410,3310,30,6.0,147,44,8104,1,3,7,4,9,0,0,0,,0,0,0,0,0,0,,0,1,False,14198,2852,32,6.4,143,52,15214,0,7,3,3,18,0,0,0,,0,0,0,0,0,0,,0,0,34
58,KR_6433624682,False,11923,5008,31,6.2,187,24,8077,0,1,7,1,12,3,0,0,,0,0,0,0,0,0,,0,0,True,14991,4331,31,6.2,182,44,11438,1,7,1,6,17,2,0,0,,0,0,0,0,0,0,,0,0,16
