,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds,matchMin
155,KR_6405378512,True,30445,2765,45,9.0,359,84,32349,1,18,3,13,25,1,1,0,TOP_LANE,3,0,2,1,0,1,CHEMTECH_DRAGON,1,1,False,18942,1477,41,8.2,239,68,17114,0,3,18,3,12,1,0,0,,0,0,0,0,0,0,,0,0,17
156,KR_6425395596,False,21167,3933,44,8.8,295,72,26847,1,4,10,2,27,1,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,True,23901,2121,45,9.0,257,87,28672,0,10,4,12,98,6,0,0,,0,0,0,0,0,0,,0,1,28
157,KR_6423390473,False,20971,4455,42,8.4,217,68,20697,0,9,8,7,22,5,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,0,True,25855,4390,44,8.8,319,72,20914,1,8,9,6,23,3,1,0,TOP_LANE,3,2,1,0,0,1,WATER_DRAGON,1,1,29
158,KR_6422663035,True,24381,3231,43,8.6,301,40,25981,0,10,9,10,31,7,0,0,,0,0,0,0,0,0,,0,1,False,22119,1784,42,8.4,293,64,18693,1,9,10,13,23,3,0,0,,0,0,0,0,0,0,,0,0,38
159,KR_6438530256,True,28145,4140,45,9.0,327,64,32129,1,17,9,16,28,5,1,0,MID_LANE,1,1,0,0,0,1,HEXTECH_DRAGON,1,1,False,22069,2869,40,8.0,233,64,26012,0,9,17,12,23,6,0,0,,0,0,0,0,0,0,,0,0,21
160,KR_6383073372,False,24054,2424,44,8.8,257,64,25988,1,12,16,7,21,5,0,0,,0,0,0,0,0,0,,0,0,True,25783,1253,44,8.8,313,68,29678,0,16,12,10,28,6,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1,42
161,KR_6329071538,False,25865,2445,45,9.0,278,44,24479,1,18,9,16,20,1,0,0,,0,0,0,0,0,0,,0,1,True,22466,713,43,8.6,301,48,27669,0,9,18,6,37,7,0,0,,0,0,0,0,0,0,,0,0,32
162,KR_6392849364,False,21064,669,43,8.6,287,64,14524,0,7,8,3,35,4,0,0,,0,0,0,0,0,0,,0,1,True,26042,5767,46,9.2,324,64,22722,1,8,7,7,24,2,1,0,BOT_LANE,3,1,0,2,0,1,HEXTECH_DRAGON,1,0,26
163,KR_6338699071,False,27261,3006,45,9.0,297,55,25796,0,15,4,15,26,5,0,0,,0,0,0,0,0,0,,0,1,True,21312,3564,41,8.2,307,64,21042,1,4,15,2,129,4,1,0,MID_LANE,2,1,0,1,0,1,CHEMTECH_DRAGON,1,0,34
164,KR_6401481753,True,28240,5600,45,9.0,298,84,25529,1,17,10,20,17,31,0,0,,0,0,0,0,0,1,"EARTH_DRAGON,WATER_DRAGON",2,0,False,25742,2747,43,8.6,325,76,27222,0,10,17,8,66,4,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,40
165,KR_6409286740,True,24298,3658,44,8.8,264,68,22136,1,12,2,9,26,4,1,0,TOP_LANE,1,0,1,0,0,1,HEXTECH_DRAGON,1,0,False,21235,2900,42,8.4,292,98,17747,0,2,12,0,23,4,0,0,,0,0,0,0,0,0,,0,1,42
166,KR_6446498649,True,27897,7012,45,9.0,296,74,27619,1,16,8,12,20,5,1,0,MID_LANE,1,1,0,0,0,1,"FIRE_DRAGON,CHEMTECH_DRAGON",2,1,False,20552,777,41,8.2,264,54,22231,0,8,16,5,20,4,0,0,,1,0,0,1,0,0,,0,0,26
